time,JS_NH3,CS_NH3,JS_TN,CS_TN,JS_LL,CS_LL,MCCS_NH4,MCCS_NO3,JS_COD,CS_COD,JS_SW,CS_SW,B_HYC_NH4,B_HYC_XD,B_HYC_MLSS,B_HYC_JS_DO,B_HYC_DO,B_CS_MQ_SSLL,B_QY_ORP,N_HYC_NH4,N_HYC_XD,N_HYC_MLSS,N_HYC_JS_DO,N_HYC_DO,N_CS_MQ_SSLL,N_QY_ORP
2022/7/23 7:06,35.6528,0.01,41.235,10.1061,885.4088,1596.356,0.1715,10.9429,186.2,5.6,26.6262,31.5416,0.2136,7.9082,5869.4385,0.1852,0.8463,4388.0771,114.728,2.7222,2.2982,5955.4141,0.1629,0.7372,3011.9766,105.9751
2022/7/23 7:08,35.6528,0.01,41.235,10.1061,893.933,-2197.3525,0.1715,10.9809,186.2,5.6,26.6276,31.5421,0.2097,8.3146,5906.3413,0.1165,0.8554,4389.6475,114.6557,2.206,2.948,5859.624,0.1754,0.9013,3011.3877,105.9751
2022/7/23 7:10,35.6528,0.01,41.235,10.1061,896.369,760.4861,0.1715,10.9234,186.2,5.6,26.6287,31.5416,0.2038,8.5835,5863.1577,0.1138,0.6163,4388.8623,114.728,1.9744,3.2934,5862.3721,0.1621,0.866,3012.6638,106.1921
2022/7/23 7:12,35.6528,0.01,41.235,10.1061,902.7892,1322.2386,0.1715,10.9006,186.2,5.6,26.6291,31.5417,0.2136,9.1743,5870.2236,0.1766,0.9304,4390.5312,115.2344,2.0902,3.1874,5824.6831,0.1464,0.7737,3011.8784,106.2645
2022/7/23 7:14,35.6528,0.01,41.235,10.1061,905.23,777.0082,0.1715,10.9342,186.2,5.6,26.6254,31.5412,0.2018,7.8278,5835.2832,0.1954,0.7557,4388.9609,115.3068,1.9704,3.3975,5942.0664,0.1664,0.8405,3008.2471,106.2645
2022/7/23 7:16,35.6528,0.01,41.235,10.1061,1118.1475,729.3193,0.1678,11.02,186.2,5.6,26.617,31.5414,0.2136,8.4206,5880.8232,0.1672,0.9857,4389.4512,115.2344,2.0372,3.3916,5947.9551,0.1605,0.9582,3012.8599,106.1921
2022/7/23 7:18,35.6528,0.01,41.235,10.1061,1119.5649,718.4297,0.1678,11.0417,186.2,5.6,26.6052,31.5411,0.2136,8.0771,5898.4893,0.1295,0.6371,4388.666,115.2344,2.1294,3.1521,5942.459,0.1562,1.1887,3013.645,106.2645
2022/7/23 7:20,35.6528,0.01,41.235,10.1061,1108.2605,1352.6547,0.1678,11.0384,186.2,5.6,26.58,31.5398,0.2136,7.8395,5906.3413,0.1636,0.7215,4388.666,115.2344,2.2472,2.9146,5911.0522,0.1479,1.2456,3015.3135,106.3369
2022/7/23 7:22,35.6528,0.01,41.235,10.1061,1094.3488,-628.5002,0.1678,11.0276,186.2,5.6,26.542,31.5384,0.1999,8.3067,5890.2446,0.1201,0.8334,4390.2363,115.0897,2.3493,2.7458,5884.7495,0.1727,1.1734,3013.9395,106.2645
2022/7/23 7:24,35.6528,0.01,41.235,10.1061,1076.2406,695.524,0.1678,10.9972,186.2,5.6,26.5131,31.5379,0.2077,7.8709,5923.6143,0.1617,0.9268,4390.7275,115.2344,2.4141,2.6732,5882.001,0.1358,1.0603,3008.5415,106.3369
2022/7/23 7:26,35.6528,0.01,41.235,10.1061,838.0329,1169.0334,0.1678,11.0699,186.2,5.6,26.4929,31.5378,0.2038,7.8297,5915.3706,0.1487,0.685,4387.8809,115.3068,2.153,3.0559,5862.7646,0.1291,1.3649,3007.8545,106.3369
2022/7/23 7:28,35.6528,0.01,41.235,10.1061,820.3922,1410.1064,0.1678,11.1404,186.2,5.6,26.4807,31.5392,0.2117,7.8376,5920.8667,0.1083,0.8306,4389.1572,115.3068,2.2197,2.9499,5858.0527,0.133,1.1683,3012.9578,106.3369
2022/7/23 7:30,35.6528,0.01,41.235,10.1061,792.1312,-2296.4854,0.1678,11.1871,186.2,5.6,26.4849,31.5398,0.2077,8.7916,5860.8018,0.1672,1.0242,4389.3535,115.3068,2.7772,2.2629,5948.3477,0.1636,1.1109,3017.9634,106.3369
2022/7/23 7:32,35.6528,0.01,41.235,10.1061,784.539,1315.1041,0.1678,11.1187,186.2,5.6,26.5087,31.5415,0.2117,8.0437,5890.6377,0.1793,0.6147,4389.8438,115.379,2.732,2.2982,5956.5918,0.1401,1.0301,3008.8359,106.3369
2022/7/23 7:34,35.6528,0.01,41.235,10.1061,789.1589,1843.8125,0.1678,11.0862,186.2,5.6,26.5354,31.5415,0.2136,8.2164,5892.6006,0.1479,0.7851,4388.9609,115.379,2.2178,2.9519,5900.4521,0.1593,1.184,3010.9951,106.3369
2022/7/23 7:36,35.6528,0.01,41.235,10.1061,762.0364,1322.6141,0.169,11.122,186.2,5.6,26.5579,31.5408,0.2136,7.5314,5867.083,0.1134,0.6921,4386.8013,115.379,2.2354,2.9872,5778.3594,0.1291,0.7066,3014.4302,106.3369
2022/7/23 7:38,35.6528,0.01,41.235,10.1061,795.9327,1323.3652,0.169,11.2142,186.2,5.6,26.5748,31.5403,0.1999,8.0339,5877.2896,0.1566,0.6838,4386.605,115.379,2.7301,2.3296,5863.1577,0.1483,0.793,3013.1543,106.2645
2022/7/23 7:40,35.6528,0.01,41.235,10.1061,779.3177,865.6269,0.169,11.237,186.2,5.6,26.5865,31.5405,0.2117,7.8749,5898.4893,0.1283,0.601,4385.0347,115.3068,2.2079,2.9872,5799.9512,0.1154,0.9276,3011.1914,106.2645
2022/7/23 7:42,35.6528,0.01,41.235,10.1061,814.8527,1558.8057,0.169,11.2522,186.2,5.6,26.5895,31.5412,0.2058,8.5835,5868.2607,0.1687,0.7639,4386.605,115.3068,2.3022,2.9126,5821.1504,0.1578,0.9107,3011.2896,106.3369
2022/7/23 7:44,35.6528,0.01,41.235,10.1061,813.8798,956.1232,0.169,11.2804,186.2,5.6,26.5878,31.5404,0.2018,8.3754,5842.3501,0.1157,0.886,4385.918,115.379,2.2825,2.948,5873.7568,0.1707,1.0097,3014.6265,106.3369
2022/7/23 7:46,35.6528,0.01,41.235,10.1061,803.8339,940.352,0.169,11.2793,186.2,5.6,26.5765,31.5396,0.1999,8.2714,5815.6543,0.1923,0.8978,4385.5254,115.379,2.0941,3.2208,5781.1074,0.177,0.8102,3014.1357,106.3369
2022/7/23 7:48,35.6528,0.01,41.235,10.1061,1120.5786,1357.9115,0.169,11.3303,186.2,5.6,26.5601,31.5403,0.2156,8.7974,5875.7197,0.1279,1.047,4386.1143,115.379,1.9744,3.4308,5802.6992,0.1468,0.7659,3008.9341,106.3369
2022/7/23 7:50,35.6528,0.01,41.235,10.1061,1138.4673,1329.7487,0.169,11.3943,186.2,5.6,26.5469,31.5417,0.2156,8.079,5865.1201,0.142,1.0733,4385.8198,115.3068,1.886,3.7037,5768.1519,0.1228,0.8161,3014.332,106.3369
2022/7/23 7:52,35.6528,0.01,41.235,10.1061,1082.7109,960.2537,0.169,11.4062,186.2,5.6,26.5118,31.5428,0.2117,8.9663,5759.5151,0.1801,1.3426,4385.7217,115.379,1.8252,3.9059,5799.166,0.1691,0.8648,3014.0376,106.2645
2022/7/23 7:54,35.6528,0.01,41.235,10.1061,1078.7142,967.3882,0.169,11.3726,186.2,5.6,26.4539,31.5436,0.2018,7.8631,5847.8462,0.1684,0.8762,4388.9609,115.3068,1.782,4.0433,5851.772,0.1417,0.6638,3011.2896,106.3369
2022/7/23 7:56,35.6528,0.01,41.235,10.1061,1102.7535,1571.5726,0.1693,11.3672,186.2,5.6,26.4117,31.5451,0.2077,8.6227,5822.7207,0.1326,0.7553,4389.2549,115.3068,1.7408,4.1846,5785.0332,0.1362,0.6481,3010.2102,106.2645
2022/7/23 7:58,35.6528,0.01,41.235,10.1061,1097.8527,937.348,0.1693,11.3911,186.2,5.6,26.3899,31.5463,0.2136,8.4893,5826.2539,0.142,0.7239,4391.1201,115.4514,1.727,4.2827,5794.4546,0.1868,0.8244,3011.7803,106.2645
2022/7/23 8:00,35.6528,0.01,41.235,10.1061,1074.0613,1560.3077,0.1693,11.4887,186.2,5.6,26.3793,31.5468,0.2156,8.2164,5868.2607,0.1146,0.7933,4390.7275,115.379,1.7074,4.2808,5856.4829,0.2308,0.7023,3010.9951,106.2645
2022/7/23 8:02,35.6528,0.0123,41.235,10.1061,1047.6252,400.3785,0.1693,11.4974,186.2,5.6,26.3786,31.548,0.2156,9.1037,5885.1416,0.1456,0.992,4390.2363,115.379,2.0431,3.4603,5890.2446,0.186,0.7411,3007.3638,106.2645
2022/7/23 8:04,35.8693,0.0131,41.235,10.1061,1055.0985,1094.6838,0.1693,11.4779,186.2,5.6,26.3815,31.5489,0.2077,8.346,5893.3862,0.1978,0.9292,4390.6289,115.379,1.9194,3.6684,5770.1147,0.1605,0.7046,3010.5042,106.3369
2022/7/23 8:06,35.933,0.0131,41.235,10.1061,1053.1038,421.7821,0.1693,11.4638,186.2,5.6,26.386,31.5484,0.2077,8.554,5855.3052,0.1173,0.9256,4391.709,115.4514,2.1962,3.1541,5790.1362,0.155,0.7345,3010.7986,106.3369
2022/7/23 8:08,35.933,0.0131,41.235,10.1061,848.3871,371.4647,0.1693,11.4507,186.2,5.6,26.3895,31.5483,0.2038,8.1732,5821.543,0.1456,1.0426,4390.1387,115.379,2.3552,2.8479,5856.876,0.1487,0.5778,3009.2285,106.2645
2022/7/23 8:10,35.933,0.0131,41.235,10.1061,837.2054,853.2353,0.1693,11.5148,186.2,5.6,26.3959,31.5497,0.2117,8.2125,5857.2681,0.1122,0.6783,4388.9609,115.379,2.1785,3.1874,5772.0781,0.175,0.6976,3014.2339,106.2645
2022/7/23 8:12,35.933,0.0131,41.235,10.1061,835.5546,826.5746,0.1693,11.5734,186.2,5.6,26.4209,31.5489,0.2058,8.1772,5865.5127,0.1581,0.9005,4389.4512,115.4514,2.047,3.3582,5724.5747,0.1354,0.6402,3008.345,106.3369
2022/7/23 8:14,35.933,0.0131,41.235,10.1061,845.9267,354.1916,0.1693,11.5788,186.2,5.6,26.45,31.5486,0.1999,7.9338,5829.0024,0.1311,0.8789,4389.8438,115.4514,1.941,3.635,5727.7163,0.1864,0.5743,3009.5229,106.2645
2022/7/23 8:16,35.933,0.0131,41.235,10.1061,830.9092,310.2578,0.1602,11.543,186.2,5.6,26.4731,31.5468,0.2117,8.5226,5873.3643,0.1719,0.9786,4388.8623,115.4514,1.943,3.6998,5808.5879,0.135,0.7415,3016.9822,106.3369
2022/7/23 8:18,35.933,0.0131,41.235,10.1061,1119.24,871.635,0.1602,11.5397,186.2,5.6,26.4917,31.5446,0.2077,8.1772,5886.3193,0.1385,1.0701,4389.1572,115.4514,2.4749,2.7733,5826.2539,0.1358,0.6791,3015.7061,106.3369
2022/7/23 8:20,35.933,0.0131,41.235,10.1061,1137.97,584.3751,0.1602,11.5636,186.2,5.6,26.5015,31.5438,0.2136,8.2832,5917.7261,0.1758,1.0513,4388.2734,115.379,2.1235,3.2915,5749.7002,0.1428,0.5723,3012.0747,106.3369
2022/7/23 8:22,35.933,0.0131,41.235,10.1061,1107.3389,905.0548,0.1602,11.6504,186.2,5.6,26.4862,31.5434,0.2117,8.8289,5783.4629,0.1731,1.0195,4388.666,115.4514,1.9979,3.6016,5782.2852,0.1216,0.6002,3012.7617,106.2645
2022/7/23 8:24,35.933,0.0131,41.235,10.1061,1134.1946,365.0812,0.1602,11.6678,186.2,5.6,26.4619,31.5431,0.1999,8.3754,5896.9189,0.1338,0.7447,4388.9609,115.5961,2.0372,3.529,5869.0459,0.1613,0.6685,3013.645,106.2645
2022/7/23 8:26,35.933,0.0131,41.235,10.1061,1109.4236,1216.3468,0.1602,11.6504,186.2,5.6,26.4488,31.5443,0.2097,8.3499,5780.3228,0.1837,1.4121,4388.7646,115.7407,1.9744,3.6664,5771.686,0.1519,0.5707,3011.0933,106.2645
2022/7/23 8:28,35.933,0.0131,41.235,10.1061,1080.6779,1936.5618,0.1602,11.6341,186.2,5.6,26.4385,31.544,0.2018,9.1272,5886.3193,0.1597,0.7937,4390.04,116.0301,2.1942,3.1541,5818.4023,0.1393,0.608,3016.9822,106.3369
2022/7/23 8:30,35.933,0.0131,41.235,10.1061,884.2327,1552.0465,0.1602,11.5744,186.2,5.6,26.4306,31.5437,0.1999,8.2361,5863.5498,0.1711,0.7537,4391.3164,116.6812,1.992,3.4937,5786.9961,0.2009,0.5535,3008.1489,106.2645
2022/7/23 8:32,35.933,0.0131,41.235,10.1061,885.9037,2071.3677,0.1602,11.5972,186.2,5.6,26.4271,31.5441,0.2156,8.6954,5906.7334,0.111,0.9943,4389.8438,117.1875,2.2845,3.0206,5838.8169,0.1766,0.5272,3014.1357,106.2645
2022/7/23 8:34,35.933,0.0131,41.235,10.1061,900.1639,2265.5027,0.1602,11.6233,186.2,5.8727,26.4359,31.545,0.2018,8.1732,5902.8076,0.1424,0.725,4390.9238,117.8386,2.2845,3.05,5865.5127,0.1994,0.6277,3008.345,106.2645
2022/7/23 8:36,35.933,0.0131,41.235,10.1061,896.773,1550.5446,0.1661,11.6884,187.64,6.6,26.4645,31.5453,0.2018,7.7591,5889.0679,0.1428,0.7549,4389.8438,118.3449,2.1118,3.3916,5778.752,0.2555,0.6143,3011.2896,106.2645
2022/7/23 8:38,35.933,0.0131,41.4308,10.1061,940.5371,1491.5906,0.1661,11.6135,200.6,6.6,26.4971,31.5456,0.2018,8.1026,5824.6831,0.1841,0.791,4389.8438,118.7066,1.9567,3.7037,5825.4688,0.1927,0.7922,3009.5229,106.2645
2022/7/23 8:40,35.933,0.0131,41.496,10.1061,929.6111,1990.6343,0.1661,11.5961,200.6,6.6,26.5216,31.5457,0.2117,8.3146,5878.8604,0.1503,0.835,4390.2363,118.8513,2.0823,3.4642,5830.5728,0.1515,0.7678,3012.8599,106.2645
2022/7/23 8:42,35.933,0.0131,41.496,10.1061,1119.856,1470.187,0.1661,11.5951,200.6,6.6,26.5406,31.5452,0.2077,9.1331,5961.3027,0.1523,0.9873,4388.8623,118.8513,2.1706,3.3248,5742.2412,0.1507,0.8982,3016.1968,106.2645
2022/7/23 8:44,35.933,0.0131,41.496,10.1061,1098.6282,1388.3274,0.1661,11.7166,200.6,6.6,26.5514,31.5459,0.2156,7.9416,5934.2144,0.1738,0.6791,4388.2734,118.8513,1.9763,3.6369,5830.5728,0.1546,0.8876,3009.7192,106.3369
2022/7/23 8:46,35.933,0.0131,41.496,10.1061,1104.4938,1345.5199,0.1661,11.7752,200.6,6.6,26.5476,31.5455,0.2018,8.1359,5915.7632,0.1558,0.7875,4389.4512,118.7066,2.3964,2.8832,5867.8682,0.1507,0.972,3011.1914,106.3369
2022/7/23 8:48,35.933,0.0131,41.496,12.9425,1084.0151,1987.6304,0.1661,11.7535,200.6,6.6,26.5347,31.5454,0.2136,8.4206,5956.5918,0.1413,0.7977,4389.7461,118.8513,2.1,3.3288,5732.4268,0.1958,1.3406,3019.2393,106.3369
2022/7/23 8:50,35.933,0.0131,41.496,13.2971,1108.7363,945.2336,0.1661,11.6667,200.6,6.6,26.5296,31.5451,0.1999,8.5796,5922.4365,0.146,0.8993,4390.4326,118.8513,2.0882,3.3268,5801.9146,0.1538,1.1184,3012.1729,106.2645
2022/7/23 8:52,35.933,0.0131,41.496,13.2971,1072.9358,991.4205,0.1661,11.6808,200.6,6.6,26.5375,31.5433,0.2136,8.5226,5881.2158,0.1574,1.2248,4389.3535,118.8513,2.2413,3.054,5766.5811,0.1385,1.118,3009.3267,106.2645
2022/7/23 8:54,35.933,0.0131,41.496,13.2971,1069.5106,1522.7576,0.1661,11.8576,200.6,6.6,26.558,31.5422,0.2058,9.0271,5951.4878,0.179,1.1851,4390.335,118.8513,2.4985,2.7065,5833.3208,0.2104,1.3269,3015.3135,106.3369
2022/7/23 8:56,35.933,0.0131,41.496,13.2971,1081.8911,1570.8218,0.1698,11.9336,200.6,6.6,26.5836,31.5417,0.2038,8.2773,5950.311,0.1468,0.8063,4391.8066,118.8513,2.204,3.1227,5825.0762,0.1519,1.449,3008.8359,106.3369
2022/7/23 8:58,35.933,0.0131,41.496,13.2971,1059.7361,-2822.5657,0.1698,11.9249,200.6,6.6,26.6167,31.5414,0.2136,9.0703,5948.7402,0.1578,0.908,4391.0215,118.996,2.1844,3.1521,5730.4639,0.1868,1.5381,3010.2102,106.2645
2022/7/23 9:00,35.933,0.0131,41.496,13.2971,919.0682,935.095,0.1698,11.8544,200.6,6.6,26.6518,31.5407,0.1999,8.4775,5977.3979,0.1075,0.957,4390.335,119.3577,2.0156,3.5349,5710.835,0.1346,1.5966,3013.5469,106.3369
2022/7/23 9:02,35.933,0.0131,41.496,13.2971,853.9604,1461.175,0.1698,11.7415,200.6,6.6,26.6881,31.541,0.2136,9.035,5849.8091,0.1432,1.1734,4390.6289,119.7917,1.9155,3.7685,5813.6914,0.1483,1.5506,3010.2102,106.2645
2022/7/23 9:04,35.933,0.0131,41.496,13.2971,860.5995,984.6614,0.1698,11.748,200.6,6.6,26.7366,31.5415,0.2136,9.1724,5830.1802,0.1636,1.2209,4390.9238,121.0938,2.3316,2.9794,5798.3809,0.1825,1.4325,3014.7246,106.0474
2022/7/23 9:06,35.933,0.0131,41.496,13.2971,857.6459,818.3135,0.1698,11.824,200.6,6.6,26.7917,31.5429,0.1999,8.4775,5903.1997,0.1307,0.9767,4389.8438,121.9619,2.4258,2.8164,5801.5215,0.1338,1.2346,3015.9023,105.9028
2022/7/23 9:08,35.933,0.0131,41.496,13.2971,1201.8347,722.1848,0.1698,11.8891,200.6,6.6,26.835,31.5442,0.2117,9.1704,5916.9414,0.1373,1.1121,4390.8252,122.2512,2.2374,3.1541,5798.3809,0.1731,1.0246,3009.3267,105.6134
2022/7/23 9:10,35.933,0.0131,41.496,13.2971,1260.2714,1306.092,0.1698,11.8707,200.6,6.6,26.8688,31.543,0.1999,8.3048,5936.1772,0.1542,0.8679,4389.7461,122.2512,2.3002,2.9853,5776.3965,0.1947,1.3822,3012.271,105.6134
2022/7/23 9:12,35.933,0.0131,41.496,13.2971,1311.3938,163.8115,0.1698,11.8121,200.6,6.6,26.8833,31.5418,0.2136,8.7974,5916.9414,0.2092,1.0277,4389.3535,122.2512,2.0548,3.3935,5729.2861,0.146,1.3394,3012.0747,105.4688
2022/7/23 9:14,35.933,0.0131,41.496,13.2971,1372.1785,306.1272,0.1698,11.7654,200.6,6.6,26.891,31.541,0.2077,8.7896,5938.5327,0.1318,0.8876,4389.3535,122.3235,1.9567,3.7056,5716.7236,0.2139,0.8283,3014.5286,105.2517
2022/7/23 9:16,35.933,0.0131,41.496,13.2971,1348.2179,808.5504,0.168,11.939,200.6,6.6,26.9204,31.5419,0.2136,9.9261,5944.8145,0.1966,1.0756,4392.0029,123.3362,1.8723,3.9412,5748.1299,0.1558,0.7537,3015.019,104.456
2022/7/23 9:18,35.933,0.0131,41.496,13.2971,1318.7985,765.7431,0.168,12.0638,200.6,6.6,26.962,31.5421,0.2136,8.7287,5963.2661,0.1381,0.981,4393.377,125.434,1.8055,4.0786,5754.019,0.186,0.8373,3011.4858,104.022
2022/7/23 9:20,35.933,0.0131,41.496,13.2971,1294.0372,380.8523,0.168,12.0497,200.6,6.6,27.0036,31.5429,0.1999,9.1625,5903.5928,0.1919,1.2994,4392.3955,125.9404,1.7604,4.2454,5743.4189,0.1966,0.7254,3011.0933,103.5156
2022/7/23 9:22,35.933,0.0131,41.496,13.2971,1345.3871,421.0312,0.168,11.99,200.6,6.6,27.0316,31.5424,0.2058,8.6542,5876.8975,0.1102,1.1989,4393.2793,127.6765,1.7153,4.3829,5711.6196,0.1479,0.5225,3011.0933,103.1539
2022/7/23 9:24,35.933,0.0131,41.496,13.2971,1368.6953,2348.8647,0.168,11.9748,200.6,6.6,27.0396,31.5413,0.2117,9.616,5872.1865,0.2009,1.0053,4392.1992,129.0509,1.727,4.5261,5739.4932,0.1542,0.5637,3016.2949,102.7199
2022/7/23 9:26,35.933,0.0131,41.496,13.2971,1303.0012,1585.8419,0.168,11.9043,200.6,6.6,27.0312,31.541,0.2018,9.0251,5886.3193,0.1271,1.127,4394.6533,129.1233,1.6878,4.6243,5722.6123,0.1903,0.5982,3013.7432,102.2136
2022/7/23 9:28,35.933,0.0131,41.496,13.2971,1416.2623,1491.2152,0.168,11.9531,200.6,6.6,27.0208,31.5411,0.2117,9.3412,5898.8813,0.1436,1.449,4395.0459,129.0509,2.0804,3.4995,5738.708,0.1554,0.5154,3012.0747,101.3455
2022/7/23 9:30,35.933,0.0131,41.496,13.2971,1591.616,1442.3999,0.168,11.977,200.6,6.6,27.0116,31.5404,0.1999,8.8877,5909.874,0.102,1.4556,4395.8311,129.1956,1.9744,3.7331,5739.4932,0.1483,0.7003,3009.7192,100.5497
2022/7/23 9:32,35.933,0.0131,41.496,13.2971,1500.714,2048.4619,0.168,11.926,200.6,6.6,27.0019,31.5397,0.2077,8.7248,5932.251,0.1263,1.1816,4395.8311,129.4849,1.8448,3.9098,5785.0332,0.1636,0.654,3013.3506,100.1157
2022/7/23 9:34,35.933,0.0131,41.496,13.2971,1496.5193,1382.6947,0.168,11.8175,200.6,6.6,26.9866,31.5387,0.2018,9.3706,5892.208,0.0906,1.3869,4396.6162,129.919,1.8252,4.0786,5738.3154,0.2025,0.5507,3012.5654,99.754
2022/7/23 9:36,35.933,0.0131,41.496,13.2971,1571.8495,1283.1863,0.1651,11.7925,200.6,6.6,26.9758,31.5364,0.2058,9.1998,5858.0527,0.1668,1.233,4396.2236,131.1487,1.7918,4.1139,5742.2412,0.175,0.6285,3013.0562,99.6818
2022/7/23 9:38,35.933,0.0131,41.496,13.2971,1573.0902,1393.5844,0.1651,11.8924,200.6,6.6,26.9723,31.5366,0.2038,8.344,5902.415,0.1381,1.6437,4396.7139,131.2934,1.782,4.1434,5766.5811,0.1558,0.5393,3018.356,99.6818
2022/7/23 9:40,35.933,0.0131,41.496,13.2971,1692.5355,1330.1244,0.1651,11.9651,200.6,6.6,26.9699,31.5357,0.2097,8.5874,5838.0317,0.1479,1.2998,4395.3398,131.3657,2.1844,3.2267,5662.9395,0.1762,0.5794,3018.0615,99.537
2022/7/23 9:42,35.933,0.0131,41.496,13.2971,1395.1611,-2313.0076,0.1651,11.9987,200.6,6.6,26.9687,31.5344,0.2038,10.0537,5882.7861,0.1346,1.4914,4397.5977,131.2934,1.9822,3.6369,5724.9678,0.1432,0.7227,3012.3694,99.4647
2022/7/23 9:44,35.933,0.0131,41.496,13.2971,1349.0366,837.4642,0.1651,11.9586,200.6,6.6,26.9896,31.5331,0.2018,8.3421,5886.7119,0.1169,1.2515,4398.9717,131.004,1.8703,3.8725,5716.7236,0.1687,0.6139,3008.4434,99.1754
2022/7/23 9:46,35.933,0.0131,41.496,13.2971,1214.7721,1500.9783,0.1651,11.9151,200.6,6.6,27.0472,31.5313,0.2058,8.6169,5889.0679,0.1287,1.2232,4397.9902,131.3657,1.7898,4.0766,5788.1738,0.1287,0.579,3011.9766,98.3796
2022/7/23 9:48,35.933,0.0131,41.496,13.2971,1153.0519,1036.8564,0.1651,11.9325,200.6,6.6,27.118,31.5293,0.2018,9.4354,5846.6685,0.1016,1.3312,4397.9902,129.702,1.9253,3.7371,5754.4116,0.1295,0.7282,3012.1729,97.0052
2022/7/23 9:50,35.933,0.0131,41.496,13.2971,1781.5615,1552.0465,0.1651,12.0616,200.6,6.6,27.1781,31.53,0.2097,9.1351,5874.9346,0.1095,1.2829,4397.2051,129.3403,1.8409,3.9392,5782.2852,0.1621,0.5715,3017.4727,96.2818
2022/7/23 9:52,35.933,0.0131,41.496,13.2971,1771.6334,1038.3584,0.1651,12.002,200.6,6.6,27.2,31.5302,0.2038,8.4814,5810.1582,0.1813,1.2923,4395.1436,126.5191,1.9076,3.739,5794.8477,0.1358,0.8047,3011.6821,92.665
2022/7/23 9:54,35.933,0.0131,41.496,13.2971,1749.7083,987.6655,0.1651,11.9358,200.6,6.6,27.169,31.5299,0.1999,8.4775,5815.2617,0.0942,1.1294,4397.3027,122.6852,2.4199,2.8164,5739.4932,0.1723,0.612,3014.7246,89.6267
2022/7/23 9:56,35.933,0.0131,41.496,13.2971,1728.3639,486.7442,0.1687,11.8522,200.6,6.6,27.1373,31.5291,0.2018,8.5462,5810.5513,0.1377,1.2593,4398.9717,122.3235,2.4356,2.7811,5725.7529,0.1417,0.8597,3011.584,85.7928
2022/7/23 9:58,35.933,0.0131,41.496,13.2971,1684.5397,887.4061,0.1687,11.7969,200.6,6.6,27.1138,31.5289,0.1999,8.6816,5806.2329,0.1903,1.1836,4398.1865,118.996,2.7811,2.3355,5862.3721,0.1766,1.0246,3016.0986,82.4653
2022/7/23 10:00,35.933,0.0131,41.496,13.2971,1724.6967,1370.6786,0.1687,11.7969,200.6,6.6,27.1019,31.5295,0.2117,8.6934,5859.624,0.1134,1.4085,4398.6768,118.6343,2.2315,3.05,5768.1519,0.2115,1.2307,3008.7378,81.4526
2022/7/23 10:02,35.933,0.0076,41.496,13.2971,1803.5828,1227.9875,0.1687,11.7914,200.6,6.6,27.0966,31.5299,0.2097,8.4834,5878.8604,0.1397,1.2837,4398.9717,115.5961,2.5122,2.6771,5806.2329,0.1841,0.8754,3015.1169,78.4867
2022/7/23 10:04,33.6597,0.0061,41.496,13.2971,1962.3456,786.3958,0.1687,11.7697,200.6,6.6,27.1021,31.5296,0.2097,8.2812,5867.8682,0.1091,1.268,4400.542,112.1238,2.469,2.7065,5761.478,0.1652,1.2951,3013.5469,75.2315
2022/7/23 10:06,32.9019,0.0061,41.496,13.2971,1498.5795,289.2295,0.1687,11.6764,200.6,6.6,27.1207,31.5279,0.2156,8.4893,5837.2466,0.0985,1.275,4400.8359,108.7239,2.2747,2.9833,5818.7949,0.1715,1.7018,3013.5469,71.9039
2022/7/23 10:08,32.9019,0.0061,41.496,13.2971,1247.8394,727.8172,0.1687,11.6656,200.6,6.6,27.1537,31.5265,0.2097,8.3479,5883.9639,0.1448,1.3143,4399.6582,105.2517,2.1962,3.1914,5843.1353,0.1515,1.4953,3012.5654,68.287
2022/7/23 10:10,32.9019,0.0061,41.496,13.2971,1207.8585,381.6033,0.1687,11.6645,200.6,6.6,27.2028,31.5259,0.2136,8.2498,5865.5127,0.1711,1.3233,4399.0693,101.8519,2.1471,3.2228,5807.4097,0.1358,1.6374,3015.5098,64.9595
2022/7/23 10:12,32.9019,0.0061,41.496,13.2971,1149.4561,804.0444,0.1687,11.8414,200.6,6.6,27.2482,31.5268,0.2077,8.7876,5791.3145,0.1585,1.403,4397.5977,101.1285,2.1118,3.3602,5861.5869,0.1303,1.7991,3015.4114,58.1597
2022/7/23 10:14,32.9019,0.0061,41.496,13.2971,1519.3889,341.049,0.1687,11.8012,200.6,6.6,27.2757,31.5259,0.2097,9.3726,5741.0635,0.1707,1.5129,4397.499,95.0521,2.5004,2.6437,5863.9424,0.1742,1.8714,3016.4912,47.96
2022/7/23 10:16,32.9019,0.0061,41.496,13.2971,1494.9744,1070.6517,0.1664,11.7296,200.6,6.6,27.2847,31.5241,0.1999,8.5128,5895.3486,0.1067,1.3064,4396.2236,94.4734,2.6005,2.467,5861.5869,0.1927,2.0186,3012.0747,40.5093
2022/7/23 10:18,32.9019,0.0061,41.496,13.2971,1431.7383,-186.1575,0.1664,11.6916,200.6,6.6,27.2649,31.5221,0.2097,8.3165,5877.2896,0.1346,1.4513,4395.5361,91.1458,2.2806,2.9146,5828.2168,0.144,1.9644,3008.5415,34.0712
2022/7/23 10:20,32.9019,0.0061,41.496,13.2971,1617.7939,1070.6517,0.1664,11.6189,200.6,6.6,27.2478,31.5207,0.2136,8.3519,5787.3887,0.0993,1.4223,4395.8311,88.1077,2.0332,3.2934,5816.4395,0.1369,1.8305,3010.4062,26.8374
